entity_key,route_id,direction_id,stop_id,stop_name,time_type,on_time_pct,sample_size
performance_9011005020500000_direction_id_stop_id_time_type_1_9022005000419002_night,9011005020500000,1,9022005000419002,Räknestickan,night,23.6,2242
performance_9011005020500000_direction_id_stop_id_time_type_1_9022005000419002_pm_rush,9011005020500000,1,9022005000419002,Räknestickan,pm_rush,22.1,973
performance_9011005020500000_direction_id_stop_id_time_type_1_9022005000419002_weekend,9011005020500000,1,9022005000419002,Räknestickan,weekend,32.89,1864
performance_9011005020500000_direction_id_stop_id_time_type_1_9022005000429002_pm_rush,9011005020500000,1,9022005000429002,IKEA,pm_rush,77.02,966
performance_9011005020500000_direction_id_stop_id_time_type_1_9022005001241002_pm_rush,9011005020500000,1,9022005001241002,Sörgårdsgatan,pm_rush,79.61,966
performance_9011005020600000_direction_id_stop_id_time_type_0_9022005000050029_am_rush,9011005020600000,0,9022005000050029,Linköpings resecentrum,am_rush,52.09,1171
performance_9011005020600000_direction_id_stop_id_time_type_0_9022005000050029_day,9011005020600000,0,9022005000050029,Linköpings resecentrum,day,57.56,1932
performance_9011005020600000_direction_id_stop_id_time_type_0_9022005000050029_night,9011005020600000,0,9022005000050029,Linköpings resecentrum,night,34.43,2010
performance_9011005020600000_direction_id_stop_id_time_type_0_9022005000050029_pm_rush,9011005020600000,0,9022005000050029,Linköpings resecentrum,pm_rush,49.16,891
performance_9011005020600000_direction_id_stop_id_time_type_0_9022005000050029_weekend,9011005020600000,0,9022005000050029,Linköpings resecentrum,weekend,43.14,1567
performance_9011005020600000_direction_id_stop_id_time_type_0_9022005000215001_pm_rush,9011005020600000,0,9022005000215001,Gamla Linköping,pm_rush,70.71,891
performance_9011005020600000_direction_id_stop_id_time_type_1_9022005000215002_am_rush,9011005020600000,1,9022005000215002,Gamla Linköping,am_rush,78.14,938
performance_9011005020600000_direction_id_stop_id_time_type_1_9022005000222002_am_rush,9011005020600000,1,9022005000222002,Kärna kors,am_rush,62.55,940
performance_9011005020600000_direction_id_stop_id_time_type_1_9022005000222002_day,9011005020600000,1,9022005000222002,Kärna kors,day,74.48,2014
performance_9011005020600000_direction_id_stop_id_time_type_1_9022005000222002_pm_rush,9011005020600000,1,9022005000222002,Kärna kors,pm_rush,61.26,808
performance_9011005020600000_direction_id_stop_id_time_type_1_9022005001443001_am_rush,9011005020600000,1,9022005001443001,Fårullsvägen,am_rush,59.15,940
performance_9011005020600000_direction_id_stop_id_time_type_1_9022005001443001_day,9011005020600000,1,9022005001443001,Fårullsvägen,day,50.74,2014
performance_9011005020600000_direction_id_stop_id_time_type_1_9022005001443001_night,9011005020600000,1,9022005001443001,Fårullsvägen,night,32.87,1999
performance_9011005020600000_direction_id_stop_id_time_type_1_9022005001443001_pm_rush,9011005020600000,1,9022005001443001,Fårullsvägen,pm_rush,50.37,808
performance_9011005020600000_direction_id_stop_id_time_type_1_9022005001443001_weekend,9011005020600000,1,9022005001443001,Fårullsvägen,weekend,30.15,1569
performance_9011005021000000_direction_id_stop_id_time_type_0_9022005000320001_am_rush,9011005021000000,0,9022005000320001,Sturefors centrum,am_rush,64.86,703
performance_9011005021000000_direction_id_stop_id_time_type_0_9022005000320001_day,9011005021000000,0,9022005000320001,Sturefors centrum,day,56.32,1131
performance_9011005021000000_direction_id_stop_id_time_type_0_9022005000320001_night,9011005021000000,0,9022005000320001,Sturefors centrum,night,53.18,1211
performance_9011005021000000_direction_id_stop_id_time_type_0_9022005000320001_pm_rush,9011005021000000,0,9022005000320001,Sturefors centrum,pm_rush,45.99,648
performance_9011005021000000_direction_id_stop_id_time_type_0_9022005000320001_weekend,9011005021000000,0,9022005000320001,Sturefors centrum,weekend,39.56,1001
performance_9011005021000000_direction_id_stop_id_time_type_0_9022005002015002_day,9011005021000000,0,9022005002015002,Sigbjörnsgatan,day,72.87,1047
performance_9011005021000000_direction_id_stop_id_time_type_0_9022005002015002_night,9011005021000000,0,9022005002015002,Sigbjörnsgatan,night,67.88,1208
performance_9011005021000000_direction_id_stop_id_time_type_0_9022005002015002_pm_rush,9011005021000000,0,9022005002015002,Sigbjörnsgatan,pm_rush,56.33,648
performance_9011005021000000_direction_id_stop_id_time_type_0_9022005002015002_weekend,9011005021000000,0,9022005002015002,Sigbjörnsgatan,weekend,78.42,1001
performance_9011005021000000_direction_id_stop_id_time_type_0_9022005002954001_am_rush,9011005021000000,0,9022005002954001,Kråkbärsvägen,am_rush,64.72,703
performance_9011005021000000_direction_id_stop_id_time_type_0_9022005002954001_day,9011005021000000,0,9022005002954001,Kråkbärsvägen,day,64.54,1131
performance_9011005021000000_direction_id_stop_id_time_type_0_9022005002954001_night,9011005021000000,0,9022005002954001,Kråkbärsvägen,night,62.59,1211
performance_9011005021000000_direction_id_stop_id_time_type_0_9022005002954001_pm_rush,9011005021000000,0,9022005002954001,Kråkbärsvägen,pm_rush,58.64,648
performance_9011005021000000_direction_id_stop_id_time_type_0_9022005002954001_weekend,9011005021000000,0,9022005002954001,Kråkbärsvägen,weekend,53.15,1001
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005000050028_am_rush,9011005021000000,1,9022005000050028,Linköpings resecentrum,am_rush,72.57,1017
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005000050028_day,9011005021000000,1,9022005000050028,Linköpings resecentrum,day,79.26,1128
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005000050028_night,9011005021000000,1,9022005000050028,Linköpings resecentrum,night,74.32,1211
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005000050028_pm_rush,9011005021000000,1,9022005000050028,Linköpings resecentrum,pm_rush,48.61,648
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005000050028_weekend,9011005021000000,1,9022005000050028,Linköpings resecentrum,weekend,66.05,1034
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005000153001_am_rush,9011005021000000,1,9022005000153001,Roxtuna,am_rush,30.5,705
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005000153001_day,9011005021000000,1,9022005000153001,Roxtuna,day,33.1,1130
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005000153001_night,9011005021000000,1,9022005000153001,Roxtuna,night,40.46,1211
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005000153001_pm_rush,9011005021000000,1,9022005000153001,Roxtuna,pm_rush,39.04,648
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005000153001_weekend,9011005021000000,1,9022005000153001,Roxtuna,weekend,39.85,1034
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005002015001_am_rush,9011005021000000,1,9022005002015001,Sigbjörnsgatan,am_rush,74.04,705
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005002015001_day,9011005021000000,1,9022005002015001,Sigbjörnsgatan,day,71.21,1129
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005002015001_night,9011005021000000,1,9022005002015001,Sigbjörnsgatan,night,62.92,1211
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005002015001_pm_rush,9011005021000000,1,9022005002015001,Sigbjörnsgatan,pm_rush,47.38,648
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005002015001_weekend,9011005021000000,1,9022005002015001,Sigbjörnsgatan,weekend,53.97,1034
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005003595001_am_rush,9011005021000000,1,9022005003595001,Bryggvägen,am_rush,68.23,705
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005003595001_day,9011005021000000,1,9022005003595001,Bryggvägen,day,67.4,1129
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005003595001_night,9011005021000000,1,9022005003595001,Bryggvägen,night,57.72,1211
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005003595001_pm_rush,9011005021000000,1,9022005003595001,Bryggvägen,pm_rush,42.9,648
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005003595001_weekend,9011005021000000,1,9022005003595001,Bryggvägen,weekend,45.55,1034
performance_9011005021000000_direction_id_stop_id_time_type_1_9022005002954002_pm_rush,9011005021000000,1,9022005002954002,Kråkbärsvägen,pm_rush,78.24,648
performance_9011005021100000_direction_id_stop_id_time_type_0_9022005000050008_am_rush,9011005021100000,0,9022005000050008,Linköpings resecentrum,am_rush,17.92,932
performance_9011005021100000_direction_id_stop_id_time_type_0_9022005000050008_day,9011005021100000,0,9022005000050008,Linköpings resecentrum,day,24.87,1528
performance_9011005021100000_direction_id_stop_id_time_type_0_9022005000050008_night,9011005021100000,0,9022005000050008,Linköpings resecentrum,night,12.42,1852
performance_9011005021100000_direction_id_stop_id_time_type_0_9022005000050008_pm_rush,9011005021100000,0,9022005000050008,Linköpings resecentrum,pm_rush,30.56,648
performance_9011005021100000_direction_id_stop_id_time_type_0_9022005000050008_weekend,9011005021100000,0,9022005000050008,Linköpings resecentrum,weekend,18.75,1264
performance_9011005021100000_direction_id_stop_id_time_type_1_9022005000231001_am_rush,9011005021100000,1,9022005000231001,Övre Johannelund,am_rush,24.94,858
performance_9011005021100000_direction_id_stop_id_time_type_1_9022005000231001_day,9011005021100000,1,9022005000231001,Övre Johannelund,day,31.47,1449
performance_9011005021100000_direction_id_stop_id_time_type_1_9022005000231001_night,9011005021100000,1,9022005000231001,Övre Johannelund,night,30.3,1855
performance_9011005021100000_direction_id_stop_id_time_type_1_9022005000231001_pm_rush,9011005021100000,1,9022005000231001,Övre Johannelund,pm_rush,61.11,648
performance_9011005021100000_direction_id_stop_id_time_type_1_9022005000231001_weekend,9011005021100000,1,9022005000231001,Övre Johannelund,weekend,20.86,1232
performance_9011005021100000_direction_id_stop_id_time_type_1_9022005001319001_day,9011005021100000,1,9022005001319001,Drottningtorget,day,79.57,1449
performance_9011005021100000_direction_id_stop_id_time_type_1_9022005001319001_night,9011005021100000,1,9022005001319001,Drottningtorget,night,77.68,1855
performance_9011005021100000_direction_id_stop_id_time_type_1_9022005001319001_pm_rush,9011005021100000,1,9022005001319001,Drottningtorget,pm_rush,57.56,648
performance_9011005021200000_direction_id_stop_id_time_type_0_9022005000050013_am_rush,9011005021200000,0,9022005000050013,Linköpings resecentrum,am_rush,44.81,781
performance_9011005021200000_direction_id_stop_id_time_type_0_9022005000050013_day,9011005021200000,0,9022005000050013,Linköpings resecentrum,day,49.56,1368
performance_9011005021200000_direction_id_stop_id_time_type_0_9022005000050013_night,9011005021200000,0,9022005000050013,Linköpings resecentrum,night,45.39,727
performance_9011005021200000_direction_id_stop_id_time_type_0_9022005000050013_pm_rush,9011005021200000,0,9022005000050013,Linköpings resecentrum,pm_rush,53.91,486
performance_9011005021200000_direction_id_stop_id_time_type_0_9022005000050013_weekend,9011005021200000,0,9022005000050013,Linköpings resecentrum,weekend,46.25,480
performance_9011005021200000_direction_id_stop_id_time_type_0_9022005000215001_am_rush,9011005021200000,0,9022005000215001,Gamla Linköping,am_rush,74.26,781
performance_9011005021200000_direction_id_stop_id_time_type_0_9022005000215001_day,9011005021200000,0,9022005000215001,Gamla Linköping,day,68.42,1368
performance_9011005021200000_direction_id_stop_id_time_type_0_9022005000215001_night,9011005021200000,0,9022005000215001,Gamla Linköping,night,66.25,726
performance_9011005021200000_direction_id_stop_id_time_type_0_9022005000215001_pm_rush,9011005021200000,0,9022005000215001,Gamla Linköping,pm_rush,35.19,486
performance_9011005021200000_direction_id_stop_id_time_type_0_9022005000215001_weekend,9011005021200000,0,9022005000215001,Gamla Linköping,weekend,71.04,480
performance_9011005021200000_direction_id_stop_id_time_type_1_9022005000215002_am_rush,9011005021200000,1,9022005000215002,Gamla Linköping,am_rush,73.08,780
performance_9011005021200000_direction_id_stop_id_time_type_1_9022005000215002_pm_rush,9011005021200000,1,9022005000215002,Gamla Linköping,pm_rush,59.08,567
performance_9011005021200000_direction_id_stop_id_time_type_1_9022005000418003_am_rush,9011005021200000,1,9022005000418003,Änggårdsskolan,am_rush,44.56,781
performance_9011005021200000_direction_id_stop_id_time_type_1_9022005000418003_day,9011005021200000,1,9022005000418003,Änggårdsskolan,day,33.95,1449
performance_9011005021200000_direction_id_stop_id_time_type_1_9022005000418003_night,9011005021200000,1,9022005000418003,Änggårdsskolan,night,30.71,723
performance_9011005021200000_direction_id_stop_id_time_type_1_9022005000418003_pm_rush,9011005021200000,1,9022005000418003,Änggårdsskolan,pm_rush,42.58,566
performance_9011005021200000_direction_id_stop_id_time_type_1_9022005000418003_weekend,9011005021200000,1,9022005000418003,Änggårdsskolan,weekend,13.12,480
performance_9011005021200000_direction_id_stop_id_time_type_1_9022005004232002_am_rush,9011005021200000,1,9022005004232002,Mjärdevi Center,am_rush,69.14,781
performance_9011005021200000_direction_id_stop_id_time_type_1_9022005004232002_pm_rush,9011005021200000,1,9022005004232002,Mjärdevi Center,pm_rush,50.26,567
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005001327002_am_rush,9011005021300000,0,9022005001327002,Fönvindsvägen östra,am_rush,42.32,938
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005001327002_day,9011005021300000,0,9022005001327002,Fönvindsvägen östra,day,44.44,1530
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005001327002_night,9011005021300000,0,9022005001327002,Fönvindsvägen östra,night,49.32,1776
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005001327002_pm_rush,9011005021300000,0,9022005001327002,Fönvindsvägen östra,pm_rush,32.56,648
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005001327002_weekend,9011005021300000,0,9022005001327002,Fönvindsvägen östra,weekend,55.97,1383
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005001460002_day,9011005021300000,0,9022005001460002,Tallboda centrum,day,77.76,1340
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005001460002_night,9011005021300000,0,9022005001460002,Tallboda centrum,night,68.83,1556
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005001460002_pm_rush,9011005021300000,0,9022005001460002,Tallboda centrum,pm_rush,50.35,568
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005001460002_weekend,9011005021300000,0,9022005001460002,Tallboda centrum,weekend,75.26,1257
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005001460004_am_rush,9011005021300000,0,9022005001460004,Tallboda centrum,am_rush,67.59,108
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005001460004_day,9011005021300000,0,9022005001460004,Tallboda centrum,day,57.31,171
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005001460004_night,9011005021300000,0,9022005001460004,Tallboda centrum,night,46.23,199
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005001460004_pm_rush,9011005021300000,0,9022005001460004,Tallboda centrum,pm_rush,18.06,72
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005001460004_weekend,9011005021300000,0,9022005001460004,Tallboda centrum,weekend,55.74,122
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005080007002_am_rush,9011005021300000,0,9022005080007002,Gränsliden,am_rush,66.67,12
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005080007002_day,9011005021300000,0,9022005080007002,Gränsliden,day,47.37,19
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005080007002_night,9011005021300000,0,9022005080007002,Gränsliden,night,47.62,21
performance_9011005021300000_direction_id_stop_id_time_type_0_9022005080007002_pm_rush,9011005021300000,0,9022005080007002,Gränsliden,pm_rush,37.5,8
